1182;128;Gj5L9SYhoSE;82;Marina and The Diamonds;130;primadonna;question;question;7395;Pop the pretty __ right now, baby;3-4;41550;45790;4240;0;0
1183;136;sQgd6MccwZc;94;Destiny's Child;138;say my name;question;question;7891;Just this __ why;3-4;118680;120530;1850;0;0
1184;311;ab9176Srb5Y;802;Eminem;321;berzerk;Question;question;15090;__ is are you bozos smart enough to feel stupid;3-4;100960;103370;2410;1;0
1185;334;phaJXp_zMYM;818;The Notorious B.I.G.;344;big poppa;question;question;16732;Mad __ askin', blunt passin', music blastin';3-4;36650;40160;3510;1;0
1186;500;hiP14ED28CA;2414;Jason Derulo;765;wiggle;question;question;40488;I got one __;3-4;12790;17120;4330;1;0
1187;599;QR_qa3Ohwls;2508;Ke$ha;994;your love is my drug;question;question;54288;So I gotta __;3-4;135550;137660;2110;0;0
1226;383;YXwYJyrKK5A;1787;Two Door Cinema Club;398;what you know;questions;question;19268;To think about the __ to address;3-4;86520;89950;3430;0;0
1227;406;dZX6Q-Bj_xg;1805;Passion Pit;421;take a walk;questions;question;20117;My wife won't ask me __;3-4;118270;121680;3410;0;0
1228;464;fm660vIn8Tg;814;Aloe Blacc;749;the man;questions;question;39549;I got all the answers to your __;3-4;94690;97690;3000;0;0
1229;587;h6t2n_Tbu3E;2486;Michael Jackson;935;don't stop til you get enough;questions;question;50742;It asks no __ why (ooh);3-4;37250;41350;4100;0;0
1234;259;xTgKRCXybSM;428;A Perfect Circle;265;judith;question;question;12993;You never thought to __ why;3-4;57820;61030;3210;1;0
1235;259;xTgKRCXybSM;428;A Perfect Circle;265;judith;question;question;13009;You never thought to __ why;3-4;140980;144830;3850;1;0
1390;560;cggNqDAtJYU;2908;The Neighbourhood;1751;how;question;question;92823;How could you __ God's existence;3-4;30090;73890;43800;0;0
1391;560;cggNqDAtJYU;2908;The Neighbourhood;1751;how;question;question;92824;When you __ God himself?;3-4;73890;78310;4420;0;0
1393;125;WpYeekQkAdc;77;The Black Eyed Peas;127;where is the love?;questioning;question;7192;'Cause people got me, got me __;3-4;76120;79940;3820;0;0
1394;125;WpYeekQkAdc;77;The Black Eyed Peas;127;where is the love?;questioning;question;7227;'Cause people got me, got me __;3-4;148090;151280;3190;0;0
1395;125;WpYeekQkAdc;77;The Black Eyed Peas;127;where is the love?;questioning;question;109465;'Cause people got me, got me __;3-4;220080;223550;3470;0;0
